###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2023-10-04-17h-48m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Related File Relationship	Related File	Paired End	File Status	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFI3D99V57/@@download/4DNFI3D99V57.bed.gz	4DNESEAJ26WY	N/A	4DNFI3D99V57	0.00	af9cba2f8d0eff6643b5b64939c05dde	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	K562 (Tier 2)	pADamID on K562	LaminB2 antibody - G1 sorted cells	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/478b8276-e106-48d2-ac34-0d6c4f6600e0/4DNFI3D99V57.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI3QCATLA/@@download/4DNFI3QCATLA.bed.gz	N/A	4DNEXQYVLN5A	4DNFI3QCATLA	0.00	5064b33860d08ca68bf265af9584be87	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB2 antibody - S sorted cells	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/07dd3a57-9c72-4aaa-946c-1e9b139f3b53/4DNFI3QCATLA.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI3WJAYDQ/@@download/4DNFI3WJAYDQ.bed.gz	N/A	4DNEXKLIFH2Z	4DNFI3WJAYDQ	0.00	89b537d989337e9dc401dfa0af822164	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	Lmnb1 mouse protein	F121-9-CASTx129 (Tier 2)	DamID-seq on F121-9 cells (2018-10-22)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/da530ab4-91ac-4379-921c-9af05fd8abd6/4DNFI3WJAYDQ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI44O3KUU/@@download/4DNFI44O3KUU.bed.gz	N/A	4DNEX4SOK2BU	4DNFI44O3KUU	0.02	510c7dffd09148dc8e7031b1218bb0b0	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	H3K27me3	HAP-1 (Tier 2)	pADamID on Hap1	H3K27me3 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/24cb3d24-bbc1-4e8a-836e-baecf2f41618/4DNFI44O3KUU.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4FBJ56W/@@download/4DNFI4FBJ56W.bed.gz	4DNESTAJJM3X	N/A	4DNFI4FBJ56W	0.00	46d0e2fba8dcd3821311da4bf9dd3f9c	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	LaminB1-Dam	100 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d599da13-5be1-4932-ad97-880d81234b5a/4DNFI4FBJ56W.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4HIX6YF/@@download/4DNFI4HIX6YF.bed.gz	4DNESENITEIC	N/A	4DNFI4HIX6YF	0.01	f8ce056807583d8420ba7e87a030b61a	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB1 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB1 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/348c151f-6428-4802-80da-f66c0dde38a4/4DNFI4HIX6YF.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4INXOU3/@@download/4DNFI4INXOU3.bed.gz	4DNESYPMROEJ	N/A	4DNFI4INXOU3	0.00	1b656396506e04449499b331597026fb	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	Lmnb1 mouse protein	F121-9-CASTx129 (Tier 2)	DamID-seq on F121-9 cells (2018-10-22)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a84f6a8a-2d17-4ab6-9caa-b033e3705871/4DNFI4INXOU3.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4KXV9MC/@@download/4DNFI4KXV9MC.bed.gz	N/A	4DNEXRU64I1K	4DNFI4KXV9MC	0.01	b66baa269f1b2ca1103f5a145b55328b	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	N/A	HAP-1 (Tier 2)	pADamID on Hap1	pADam-only control	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/40e4f615-516b-42fe-9a00-50a5d1921415/4DNFI4KXV9MC.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4P7C33F/@@download/4DNFI4P7C33F.bed.gz	N/A	4DNEXHVP491X	4DNFI4P7C33F	0.00	956a2fae443add79a87badf5cf6eaee0	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 4, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c0344041-09ee-4040-b06b-e665a2dd825e/4DNFI4P7C33F.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4PHBGVR/@@download/4DNFI4PHBGVR.bed.gz	N/A	4DNEXPQ7GO6N	4DNFI4PHBGVR	0.00	f8f97597f41d7729013da3e2f2217fed	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	250 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5d09a2a5-7ca3-4895-999e-6df294c96ac6/4DNFI4PHBGVR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4PPU1OX/@@download/4DNFI4PPU1OX.bed.gz	N/A	4DNEXV4IOIR9	4DNFI4PPU1OX	0.01	41cff549dda54bf5e25b359341a60056	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	20 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/058926ae-6337-4f75-8cd4-911ae01b15c9/4DNFI4PPU1OX.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4UP61MN/@@download/4DNFI4UP61MN.bed.gz	N/A	4DNEXUJUPQ4D	4DNFI4UP61MN	0.02	adc397b9d94246b3192f774c7f183bf3	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	2 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9fb365cc-7cb3-4039-b676-3ae002e4fa4c/4DNFI4UP61MN.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4VAK5M4/@@download/4DNFI4VAK5M4.bed.gz	4DNESFWILAC9	N/A	4DNFI4VAK5M4	0.00	08aaeb0233ac8d55811990baafcb5a7a	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB1 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB1 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fbc2087c-1475-44c7-b883-ffb416b9c3b3/4DNFI4VAK5M4.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI4WHQNHS/@@download/4DNFI4WHQNHS.bed.gz	N/A	4DNEX7IU6V9M	4DNFI4WHQNHS	0.00	4880774c9ff421141ecf2fd204b55db7	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	100 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0e5bacd4-1122-4753-b289-f3d2c24161dc/4DNFI4WHQNHS.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI5123EW1/@@download/4DNFI5123EW1.bed.gz	4DNESII2Q1AV	N/A	4DNFI5123EW1	0.47	a0ebf452a8f43748e0f4a375ab89687f	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	N/A	K562 (Tier 2)	pADamID on K562	pADam-only control	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fee0a5f8-6160-4003-9755-f926895ca9d5/4DNFI5123EW1.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI51B2JGX/@@download/4DNFI51B2JGX.bed.gz	N/A	4DNEX9HM4F5B	4DNFI51B2JGX	0.00	a71f211275a5890ec7982d5ff0c281a3	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	K562 (Tier 2)	pADamID on K562	LaminB2 antibody - S sorted cells	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/692a1ba8-932c-4f13-973f-f6267f1e61ef/4DNFI51B2JGX.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI599XQOI/@@download/4DNFI599XQOI.bed.gz	4DNESVDGGATC	N/A	4DNFI599XQOI	0.01	966a434725dd48decd7b43bf42b89fef	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - attached cells	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b168de44-f1b9-464f-b43d-64cc62b0b9b0/4DNFI599XQOI.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI5AG3FF5/@@download/4DNFI5AG3FF5.bed.gz	N/A	4DNEXSM5KWJI	4DNFI5AG3FF5	0.01	a17e2e7ba546ed95da7d14c022cf5fbe	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	Lmnb1 mouse protein	F121-9-CASTx129 (Tier 2)	DamID-seq on F121-9 cells (2018-10-22)	LaminB1-Dam	2 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0d9bf463-cd8c-4dd8-a531-0c8562772d9a/4DNFI5AG3FF5.bed.gz
